Ti Zr Hf V Nb Ta Mo W Re Ru Al Cr Si surf gsf D
0.153 0.000 0.000 0.514 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.026 0.668 3.032
0.153 0.000 0.000 0.528 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.034 0.668 3.043
0.153 0.000 0.000 0.542 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.041 0.672 3.037
0.153 0.000 0.000 0.556 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.052 0.681 3.012
0.153 0.000 0.000 0.569 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.678 3.025
0.153 0.000 0.000 0.583 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.060 0.678 3.038
0.153 0.000 0.000 0.597 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.069 0.687 3.013
0.167 0.000 0.000 0.431 0.292 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.012 0.669 3.009
0.167 0.000 0.000 0.444 0.278 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.009 0.668 3.005
0.167 0.000 0.000 0.472 0.250 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.006 0.668 3.001
0.167 0.000 0.000 0.486 0.236 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.007 0.669 3.002
0.167 0.000 0.000 0.500 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.008 0.667 3.010
0.167 0.000 0.000 0.514 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.018 0.668 3.021
0.167 0.000 0.000 0.528 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.031 0.671 3.028
0.167 0.000 0.000 0.542 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.048 0.675 3.032
0.167 0.000 0.000 0.556 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.050 0.677 3.028
0.167 0.000 0.000 0.569 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.050 0.678 3.026
0.167 0.000 0.000 0.583 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.052 0.677 3.029
0.167 0.000 0.000 0.597 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.064 0.679 3.038
0.181 0.000 0.000 0.486 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.004 0.668 3.002
0.181 0.000 0.000 0.500 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.011 0.668 3.011
0.181 0.000 0.000 0.514 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.019 0.670 3.011
0.181 0.000 0.000 0.528 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.035 0.672 3.028
0.181 0.000 0.000 0.542 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.044 0.675 3.026
0.181 0.000 0.000 0.556 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.050 0.676 3.032
0.181 0.000 0.000 0.569 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.676 3.034
0.181 0.000 0.000 0.583 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.679 3.023
0.181 0.000 0.000 0.597 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.057 0.679 3.031
0.194 0.000 0.000 0.458 0.236 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 1.994 0.663 3.008
0.194 0.000 0.000 0.472 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.000 0.663 3.018
0.194 0.000 0.000 0.486 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.002 0.664 3.015
0.194 0.000 0.000 0.500 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.006 0.666 3.011
0.194 0.000 0.000 0.514 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.016 0.671 3.006
0.194 0.000 0.000 0.528 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.024 0.671 3.014
0.194 0.000 0.000 0.542 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.032 0.675 3.012
0.208 0.000 0.000 0.472 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 1.998 0.662 3.017
0.208 0.000 0.000 0.486 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.003 0.666 3.008
0.208 0.000 0.000 0.500 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.011 0.667 3.015
0.208 0.000 0.000 0.514 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.015 0.667 3.023
0.208 0.000 0.000 0.528 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.021 0.671 3.014
0.208 0.000 0.000 0.542 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.029 0.673 3.015
0.208 0.000 0.000 0.556 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.035 0.674 3.021
0.208 0.000 0.000 0.569 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.037 0.673 3.025
0.208 0.000 0.000 0.583 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.046 0.673 3.040
0.208 0.000 0.000 0.597 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.053 0.674 3.047
0.222 0.000 0.000 0.486 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.001 0.665 3.010
0.222 0.000 0.000 0.500 0.167 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.008 0.666 3.013
0.222 0.000 0.000 0.514 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.014 0.666 3.025
0.222 0.000 0.000 0.528 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.020 0.669 3.021
0.222 0.000 0.000 0.542 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.029 0.672 3.019
0.222 0.000 0.000 0.556 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.031 0.673 3.017
0.222 0.000 0.000 0.569 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.034 0.673 3.021
0.222 0.000 0.000 0.583 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.049 0.674 3.042
0.222 0.000 0.000 0.597 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.056 0.675 3.045
0.472 0.000 0.000 0.375 0.042 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.990 0.642 3.100
0.319 0.000 0.000 0.486 0.000 0.000 0.000 0.083 0.000 0.000 0.111 0.000 0.000 2.074 0.680 3.049
0.319 0.000 0.000 0.500 0.000 0.000 0.000 0.069 0.000 0.000 0.111 0.000 0.000 2.072 0.679 3.053
0.319 0.000 0.000 0.514 0.000 0.000 0.000 0.056 0.000 0.000 0.111 0.000 0.000 2.058 0.678 3.035
0.319 0.000 0.000 0.528 0.000 0.000 0.000 0.042 0.000 0.000 0.111 0.000 0.000 2.053 0.678 3.027
0.319 0.000 0.000 0.542 0.000 0.000 0.000 0.028 0.000 0.000 0.111 0.000 0.000 2.043 0.676 3.023
0.319 0.000 0.000 0.556 0.000 0.000 0.000 0.014 0.000 0.000 0.111 0.000 0.000 2.039 0.676 3.018
0.444 0.014 0.000 0.431 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.018 0.671 3.009
0.458 0.014 0.000 0.417 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.009 0.657 3.056
0.472 0.014 0.000 0.403 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.001 0.654 3.060
0.458 0.014 0.000 0.417 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.009 0.657 3.056
0.472 0.014 0.000 0.403 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.001 0.654 3.060
0.125 0.000 0.000 0.486 0.250 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.017 0.668 3.020
0.125 0.000 0.000 0.486 0.264 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.022 0.670 3.019
0.125 0.000 0.000 0.500 0.236 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.022 0.668 3.027
0.125 0.000 0.000 0.500 0.250 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.027 0.670 3.026
0.125 0.000 0.000 0.514 0.222 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.034 0.673 3.024
0.125 0.000 0.000 0.514 0.236 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.034 0.671 3.030
0.125 0.000 0.000 0.528 0.208 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.042 0.678 3.014
0.125 0.000 0.000 0.528 0.222 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.039 0.672 3.034
0.125 0.000 0.000 0.542 0.194 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.048 0.678 3.022
0.125 0.000 0.000 0.542 0.208 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.049 0.679 3.019
0.125 0.000 0.000 0.556 0.181 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.041 0.678 3.008
0.125 0.000 0.000 0.556 0.194 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.046 0.678 3.017
0.125 0.000 0.000 0.569 0.181 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.050 0.678 3.023
0.125 0.000 0.000 0.583 0.167 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.054 0.678 3.030
0.125 0.000 0.000 0.597 0.139 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.045 0.681 3.003
0.125 0.000 0.000 0.597 0.153 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.056 0.679 3.030
0.292 0.000 0.000 0.556 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.031 0.673 3.017
0.292 0.000 0.000 0.569 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.036 0.674 3.021
0.389 0.000 0.000 0.167 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.989 0.646 3.081
0.389 0.000 0.000 0.181 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.003 0.658 3.046
0.389 0.000 0.000 0.181 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.991 0.648 3.070
0.389 0.000 0.000 0.194 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.002 0.656 3.051
0.389 0.000 0.000 0.194 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.992 0.648 3.074
0.389 0.000 0.000 0.208 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.005 0.659 3.043
0.389 0.000 0.000 0.208 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.996 0.648 3.079
0.389 0.000 0.000 0.222 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.005 0.664 3.018
0.389 0.000 0.000 0.222 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.998 0.654 3.055
0.389 0.000 0.000 0.236 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.662 3.031
0.389 0.000 0.000 0.236 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.000 0.654 3.059
0.389 0.000 0.000 0.250 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.667 3.007
0.389 0.000 0.000 0.250 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.002 0.656 3.051
0.389 0.000 0.000 0.264 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.008 0.668 3.006
0.389 0.000 0.000 0.264 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.002 0.662 3.025
0.389 0.000 0.000 0.278 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.002 0.662 3.023
0.389 0.000 0.000 0.292 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.007 0.667 3.010
0.431 0.000 0.000 0.153 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.984 0.638 3.111
0.431 0.000 0.000 0.167 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.990 0.646 3.082
0.431 0.000 0.000 0.167 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.983 0.637 3.115
0.431 0.000 0.000 0.181 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.993 0.648 3.077
0.431 0.000 0.000 0.181 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.640 3.097
0.431 0.000 0.000 0.194 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.990 0.643 3.098
0.431 0.000 0.000 0.194 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.639 3.101
0.431 0.000 0.000 0.208 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.995 0.642 3.106
0.431 0.000 0.000 0.208 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.640 3.097
0.431 0.000 0.000 0.222 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.997 0.648 3.084
0.431 0.000 0.000 0.222 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.984 0.640 3.099
0.431 0.000 0.000 0.236 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.997 0.652 3.062
0.431 0.000 0.000 0.236 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.988 0.643 3.094
0.431 0.000 0.000 0.250 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.004 0.667 3.006
0.431 0.000 0.000 0.250 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.993 0.643 3.100
0.431 0.000 0.000 0.264 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.003 0.667 3.004
0.431 0.000 0.000 0.264 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.996 0.652 3.060
0.431 0.000 0.000 0.278 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.996 0.652 3.064
0.431 0.000 0.000 0.292 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.660 3.030
0.431 0.000 0.000 0.306 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.659 3.032
0.431 0.000 0.000 0.319 0.125 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.999 0.659 3.034
0.472 0.000 0.000 0.139 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.968 0.609 3.233
0.472 0.000 0.000 0.153 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.982 0.636 3.117
0.472 0.000 0.000 0.153 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.967 0.616 3.192
0.472 0.000 0.000 0.167 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.981 0.637 3.112
0.472 0.000 0.000 0.167 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.968 0.620 3.177
0.472 0.000 0.000 0.181 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.983 0.638 3.106
0.472 0.000 0.000 0.181 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.966 0.622 3.161
0.472 0.000 0.000 0.194 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.971 0.633 3.111
0.472 0.000 0.000 0.194 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.964 0.623 3.152
0.472 0.000 0.000 0.208 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.986 0.644 3.083
0.472 0.000 0.000 0.208 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.966 0.630 3.122
0.472 0.000 0.000 0.222 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.987 0.645 3.081
0.472 0.000 0.000 0.222 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.969 0.633 3.112
0.472 0.000 0.000 0.236 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.988 0.647 3.073
0.472 0.000 0.000 0.250 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.994 0.649 3.075
0.472 0.000 0.000 0.250 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.971 0.635 3.106
0.472 0.000 0.000 0.264 0.125 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.994 0.649 3.073
0.472 0.000 0.000 0.264 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.977 0.635 3.113
0.472 0.000 0.000 0.278 0.111 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.996 0.652 3.062
0.472 0.000 0.000 0.278 0.125 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.978 0.638 3.101
0.472 0.000 0.000 0.292 0.097 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.998 0.654 3.054
0.472 0.000 0.000 0.292 0.111 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.982 0.639 3.102
0.472 0.000 0.000 0.306 0.083 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.999 0.662 3.019
0.472 0.000 0.000 0.306 0.097 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.981 0.638 3.103
0.472 0.000 0.000 0.319 0.069 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 1.987 0.655 3.034
0.472 0.000 0.000 0.319 0.083 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.980 0.641 3.090
0.472 0.000 0.000 0.333 0.056 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.008 0.669 3.004
0.472 0.000 0.000 0.333 0.069 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.983 0.644 3.078
0.472 0.000 0.000 0.347 0.056 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.990 0.654 3.042
0.431 0.000 0.000 0.389 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.049 0.680 3.013
0.444 0.000 0.000 0.333 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.044 0.673 3.036
0.444 0.000 0.000 0.347 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.048 0.676 3.029
0.444 0.000 0.000 0.347 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.041 0.668 3.053
0.472 0.000 0.000 0.306 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.042 0.662 3.086
0.472 0.000 0.000 0.306 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.032 0.642 3.163
0.472 0.000 0.000 0.319 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.025 0.652 3.105
0.472 0.000 0.000 0.319 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.021 0.644 3.137
0.472 0.000 0.000 0.333 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.042 0.670 3.051
0.472 0.000 0.000 0.333 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.019 0.647 3.122
0.472 0.000 0.000 0.347 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.040 0.675 3.022
0.472 0.000 0.000 0.347 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.026 0.651 3.112
0.472 0.000 0.000 0.361 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.041 0.679 3.005
0.472 0.000 0.000 0.375 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.036 0.679 3.001
0.472 0.000 0.000 0.375 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.022 0.662 3.056
0.472 0.000 0.000 0.389 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.020 0.668 3.025
0.486 0.000 0.000 0.292 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.025 0.646 3.134
0.486 0.000 0.000 0.292 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.022 0.637 3.173
0.486 0.000 0.000 0.306 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.022 0.652 3.101
0.486 0.000 0.000 0.306 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.016 0.638 3.158
0.486 0.000 0.000 0.319 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.026 0.653 3.104
0.486 0.000 0.000 0.319 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.011 0.641 3.136
0.486 0.000 0.000 0.333 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.025 0.662 3.057
0.486 0.000 0.000 0.333 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.020 0.645 3.133
0.486 0.000 0.000 0.347 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.022 0.663 3.048
0.486 0.000 0.000 0.361 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.020 0.669 3.017
0.486 0.000 0.000 0.361 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.020 0.661 3.055
0.486 0.000 0.000 0.375 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.009 0.656 3.061
0.500 0.000 0.000 0.306 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.022 0.650 3.111
0.278 0.000 0.000 0.569 0.000 0.000 0.014 0.000 0.000 0.000 0.139 0.000 0.000 2.045 0.674 3.033
0.278 0.000 0.000 0.569 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.062 0.679 3.036
0.278 0.000 0.000 0.583 0.000 0.000 0.014 0.000 0.000 0.000 0.125 0.000 0.000 2.056 0.678 3.032
0.292 0.000 0.000 0.444 0.000 0.000 0.125 0.000 0.000 0.000 0.139 0.000 0.000 2.085 0.682 3.058
0.292 0.000 0.000 0.444 0.000 0.000 0.139 0.000 0.000 0.000 0.125 0.000 0.000 2.111 0.694 3.041
0.292 0.000 0.000 0.458 0.000 0.000 0.111 0.000 0.000 0.000 0.139 0.000 0.000 2.076 0.682 3.045
0.292 0.000 0.000 0.458 0.000 0.000 0.125 0.000 0.000 0.000 0.125 0.000 0.000 2.097 0.681 3.080
0.292 0.000 0.000 0.472 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.076 0.681 3.049
0.292 0.000 0.000 0.472 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.090 0.680 3.076
0.292 0.000 0.000 0.486 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.072 0.683 3.034
0.292 0.000 0.000 0.486 0.000 0.000 0.097 0.000 0.000 0.000 0.125 0.000 0.000 2.087 0.679 3.073
0.292 0.000 0.000 0.500 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.065 0.681 3.032
0.292 0.000 0.000 0.500 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.084 0.682 3.056
0.292 0.000 0.000 0.514 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.059 0.680 3.029
0.292 0.000 0.000 0.514 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.074 0.682 3.043
0.292 0.000 0.000 0.528 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.057 0.678 3.033
0.292 0.000 0.000 0.528 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.070 0.681 3.040
0.292 0.000 0.000 0.542 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.040 0.674 3.026
0.292 0.000 0.000 0.556 0.000 0.000 0.014 0.000 0.000 0.000 0.139 0.000 0.000 2.039 0.671 3.037
0.292 0.000 0.000 0.556 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.052 0.678 3.025
0.292 0.000 0.000 0.569 0.000 0.000 0.014 0.000 0.000 0.000 0.125 0.000 0.000 2.046 0.676 3.028
0.306 0.000 0.000 0.417 0.000 0.000 0.153 0.000 0.000 0.000 0.125 0.000 0.000 2.110 0.693 3.046
0.306 0.000 0.000 0.431 0.000 0.000 0.139 0.000 0.000 0.000 0.125 0.000 0.000 2.106 0.685 3.076
0.306 0.000 0.000 0.444 0.000 0.000 0.125 0.000 0.000 0.000 0.125 0.000 0.000 2.088 0.678 3.078
0.306 0.000 0.000 0.458 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.071 0.680 3.047
0.306 0.000 0.000 0.458 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.084 0.679 3.068
0.306 0.000 0.000 0.472 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.063 0.681 3.029
0.306 0.000 0.000 0.472 0.000 0.000 0.097 0.000 0.000 0.000 0.125 0.000 0.000 2.080 0.679 3.063
0.306 0.000 0.000 0.486 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.058 0.680 3.029
0.306 0.000 0.000 0.486 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.072 0.681 3.044
0.194 0.000 0.000 0.556 0.125 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.033 0.675 3.012
0.194 0.000 0.000 0.569 0.097 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.031 0.675 3.009
0.194 0.000 0.000 0.569 0.111 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.035 0.675 3.016
0.194 0.000 0.000 0.583 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.038 0.676 3.016
0.194 0.000 0.000 0.583 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.042 0.676 3.021
0.194 0.000 0.000 0.597 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.052 0.676 3.035
0.194 0.000 0.000 0.597 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.048 0.678 3.023
0.375 0.000 0.000 0.167 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.989 0.651 3.057
