Ti Zr Hf V Nb Ta Mo W Re Ru Al Cr Si surf gsf D
0.431 0.000 0.000 0.375 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.042 0.667 3.062
0.444 0.000 0.000 0.361 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.026 0.648 3.127
0.444 0.000 0.000 0.375 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.026 0.648 3.126
0.444 0.000 0.000 0.389 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.042 0.667 3.060
0.444 0.000 0.000 0.403 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.037 0.672 3.031
0.444 0.000 0.000 0.417 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.039 0.674 3.026
0.444 0.000 0.000 0.431 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.035 0.676 3.009
0.264 0.000 0.000 0.569 0.000 0.000 0.056 0.000 0.000 0.000 0.111 0.000 0.000 2.110 0.691 3.052
0.264 0.000 0.000 0.583 0.000 0.000 0.042 0.000 0.000 0.000 0.111 0.000 0.000 2.100 0.681 3.086
0.472 0.000 0.000 0.403 0.000 0.000 0.014 0.000 0.000 0.000 0.000 0.111 0.000 2.022 0.670 3.020
0.486 0.000 0.000 0.333 0.000 0.000 0.069 0.000 0.000 0.000 0.000 0.111 0.000 2.062 0.686 3.007
0.486 0.000 0.000 0.347 0.000 0.000 0.056 0.000 0.000 0.000 0.000 0.111 0.000 2.055 0.684 3.003
0.486 0.000 0.000 0.361 0.000 0.000 0.042 0.000 0.000 0.000 0.000 0.111 0.000 2.045 0.681 3.001
0.306 0.000 0.000 0.542 0.000 0.042 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.032 0.671 3.027
0.306 0.000 0.000 0.556 0.000 0.028 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.037 0.675 3.016
0.306 0.000 0.000 0.569 0.000 0.014 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.038 0.673 3.027
0.375 0.000 0.000 0.417 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.076 0.684 3.036
0.236 0.000 0.000 0.569 0.000 0.000 0.000 0.083 0.000 0.000 0.111 0.000 0.000 2.121 0.697 3.044
0.236 0.000 0.000 0.583 0.000 0.000 0.000 0.069 0.000 0.000 0.111 0.000 0.000 2.117 0.696 3.042
0.236 0.000 0.000 0.597 0.000 0.000 0.000 0.056 0.000 0.000 0.111 0.000 0.000 2.117 0.694 3.049
0.250 0.000 0.000 0.514 0.000 0.000 0.000 0.125 0.000 0.000 0.111 0.000 0.000 2.127 0.699 3.041
0.250 0.000 0.000 0.528 0.000 0.000 0.000 0.111 0.000 0.000 0.111 0.000 0.000 2.126 0.698 3.046
0.250 0.000 0.000 0.542 0.000 0.000 0.000 0.097 0.000 0.000 0.111 0.000 0.000 2.118 0.696 3.041
0.250 0.000 0.000 0.556 0.000 0.000 0.000 0.083 0.000 0.000 0.111 0.000 0.000 2.114 0.687 3.079
0.250 0.000 0.000 0.569 0.000 0.000 0.000 0.069 0.000 0.000 0.111 0.000 0.000 2.104 0.686 3.069
0.250 0.000 0.000 0.583 0.000 0.000 0.000 0.056 0.000 0.000 0.111 0.000 0.000 2.104 0.684 3.074
0.250 0.000 0.000 0.597 0.000 0.000 0.000 0.042 0.000 0.000 0.111 0.000 0.000 2.091 0.682 3.067
0.361 0.000 0.000 0.486 0.000 0.000 0.000 0.042 0.000 0.000 0.111 0.000 0.000 2.033 0.671 3.028
0.361 0.000 0.000 0.500 0.000 0.000 0.000 0.028 0.000 0.000 0.111 0.000 0.000 2.029 0.670 3.031
0.361 0.000 0.000 0.514 0.000 0.000 0.000 0.014 0.000 0.000 0.111 0.000 0.000 2.025 0.668 3.030
0.375 0.000 0.000 0.486 0.000 0.000 0.000 0.028 0.000 0.000 0.111 0.000 0.000 2.027 0.668 3.035
0.375 0.000 0.000 0.500 0.000 0.000 0.000 0.014 0.000 0.000 0.111 0.000 0.000 2.021 0.666 3.036
0.486 0.000 0.000 0.389 0.000 0.000 0.000 0.014 0.000 0.000 0.000 0.111 0.000 2.018 0.671 3.010
0.264 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.028 0.000 0.111 0.000 0.000 2.110 0.695 3.036
0.278 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.028 0.000 0.111 0.000 0.000 2.095 0.685 3.058
0.278 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.014 0.000 0.111 0.000 0.000 2.082 0.679 3.067
0.292 0.000 0.000 0.556 0.000 0.000 0.000 0.000 0.042 0.000 0.111 0.000 0.000 2.106 0.695 3.030
0.292 0.000 0.000 0.569 0.000 0.000 0.000 0.000 0.028 0.000 0.111 0.000 0.000 2.090 0.682 3.064
0.292 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.014 0.000 0.111 0.000 0.000 2.068 0.679 3.046
0.292 0.000 0.000 0.556 0.000 0.042 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.039 0.674 3.026
0.292 0.000 0.000 0.569 0.000 0.028 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.042 0.674 3.030
0.292 0.000 0.000 0.583 0.000 0.014 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.677 3.027
0.361 0.000 0.000 0.403 0.000 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.079 0.688 3.020
0.361 0.000 0.000 0.417 0.000 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.079 0.689 3.018
0.375 0.000 0.000 0.389 0.000 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.075 0.684 3.033
0.375 0.000 0.000 0.403 0.000 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.073 0.683 3.037
0.403 0.000 0.000 0.361 0.000 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.063 0.666 3.095
0.403 0.000 0.000 0.375 0.000 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.062 0.669 3.081
0.403 0.000 0.000 0.389 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.064 0.675 3.058
0.403 0.000 0.000 0.403 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.052 0.675 3.040
0.403 0.000 0.000 0.417 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.051 0.678 3.027
0.403 0.000 0.000 0.431 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.060 0.686 3.002
0.236 0.000 0.000 0.500 0.153 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.006 0.664 3.021
0.236 0.000 0.000 0.514 0.139 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.012 0.667 3.016
0.236 0.000 0.000 0.528 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.020 0.668 3.023
0.236 0.000 0.000 0.542 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.030 0.671 3.026
0.236 0.000 0.000 0.556 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.029 0.672 3.018
0.236 0.000 0.000 0.569 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.036 0.673 3.023
0.236 0.000 0.000 0.583 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.041 0.674 3.030
0.236 0.000 0.000 0.597 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.066 0.675 3.059
0.250 0.000 0.000 0.514 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.012 0.665 3.026
0.250 0.000 0.000 0.528 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.020 0.668 3.024
0.250 0.000 0.000 0.542 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.028 0.672 3.017
0.250 0.000 0.000 0.556 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.031 0.672 3.021
0.250 0.000 0.000 0.569 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.034 0.673 3.025
0.250 0.000 0.000 0.583 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.049 0.675 3.038
0.250 0.000 0.000 0.597 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.055 0.676 3.041
0.264 0.000 0.000 0.514 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.011 0.666 3.018
0.264 0.000 0.000 0.528 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.021 0.669 3.019
0.264 0.000 0.000 0.542 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.028 0.672 3.016
0.264 0.000 0.000 0.556 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.030 0.672 3.019
0.264 0.000 0.000 0.569 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.041 0.673 3.035
0.264 0.000 0.000 0.583 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.047 0.675 3.034
0.264 0.000 0.000 0.597 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.053 0.676 3.037
0.278 0.000 0.000 0.514 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.009 0.666 3.017
0.278 0.000 0.000 0.528 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.018 0.669 3.015
0.278 0.000 0.000 0.542 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.024 0.671 3.015
0.278 0.000 0.000 0.556 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.035 0.672 3.027
0.278 0.000 0.000 0.569 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.040 0.672 3.033
0.278 0.000 0.000 0.583 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.675 3.040
0.278 0.000 0.000 0.597 0.014 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.052 0.676 3.033
0.292 0.000 0.000 0.514 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.010 0.665 3.021
0.292 0.000 0.000 0.528 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.018 0.670 3.013
0.292 0.000 0.000 0.542 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.028 0.670 3.027
0.306 0.000 0.000 0.514 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.010 0.665 3.023
0.306 0.000 0.000 0.528 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.024 0.669 3.025
0.306 0.000 0.000 0.542 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.028 0.670 3.027
0.306 0.000 0.000 0.556 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.031 0.673 3.019
0.306 0.000 0.000 0.569 0.014 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.033 0.673 3.022
0.347 0.000 0.000 0.514 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.017 0.665 3.032
0.347 0.000 0.000 0.528 0.014 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.020 0.667 3.028
0.319 0.000 0.000 0.167 0.403 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.003 0.667 3.002
0.333 0.000 0.000 0.153 0.403 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.001 0.664 3.012
0.333 0.000 0.000 0.181 0.375 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.993 0.661 3.012
0.333 0.000 0.000 0.194 0.361 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.992 0.651 3.060
0.333 0.000 0.000 0.208 0.347 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.994 0.651 3.065
0.333 0.000 0.000 0.222 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.996 0.656 3.044
0.333 0.000 0.000 0.236 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.998 0.658 3.034
0.347 0.000 0.000 0.153 0.389 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.992 0.653 3.050
0.347 0.000 0.000 0.167 0.375 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.989 0.650 3.060
0.347 0.000 0.000 0.181 0.361 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.650 3.059
0.347 0.000 0.000 0.194 0.347 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.990 0.650 3.059
0.347 0.000 0.000 0.208 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.992 0.651 3.061
0.347 0.000 0.000 0.222 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.996 0.651 3.067
0.347 0.000 0.000 0.236 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.998 0.656 3.044
0.347 0.000 0.000 0.250 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.999 0.658 3.040
0.347 0.000 0.000 0.264 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.000 0.664 3.011
0.347 0.000 0.000 0.278 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.003 0.664 3.017
0.347 0.000 0.000 0.306 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.003 0.668 3.001
0.347 0.000 0.000 0.319 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.005 0.668 3.001
0.361 0.000 0.000 0.153 0.375 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.648 3.067
0.361 0.000 0.000 0.167 0.361 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.650 3.059
0.361 0.000 0.000 0.181 0.347 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.989 0.648 3.070
0.361 0.000 0.000 0.194 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.990 0.647 3.074
0.361 0.000 0.000 0.208 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.990 0.649 3.067
0.361 0.000 0.000 0.222 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.996 0.648 3.081
0.361 0.000 0.000 0.236 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.997 0.653 3.060
0.361 0.000 0.000 0.250 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.998 0.652 3.064
0.361 0.000 0.000 0.264 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.001 0.655 3.057
0.361 0.000 0.000 0.278 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.002 0.660 3.032
0.361 0.000 0.000 0.292 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.003 0.662 3.028
0.361 0.000 0.000 0.306 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.003 0.667 3.001
0.361 0.000 0.000 0.319 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.005 0.666 3.010
0.361 0.000 0.000 0.333 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.005 0.667 3.004
0.403 0.000 0.000 0.139 0.347 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.634 3.123
0.403 0.000 0.000 0.153 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.983 0.634 3.126
0.403 0.000 0.000 0.167 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.632 3.133
0.403 0.000 0.000 0.181 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.644 3.088
0.403 0.000 0.000 0.194 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.983 0.637 3.114
0.403 0.000 0.000 0.208 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.639 3.099
0.403 0.000 0.000 0.222 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.982 0.639 3.099
0.403 0.000 0.000 0.236 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.982 0.639 3.101
0.403 0.000 0.000 0.250 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.987 0.642 3.095
0.403 0.000 0.000 0.264 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.993 0.643 3.101
0.403 0.000 0.000 0.278 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.994 0.648 3.079
0.403 0.000 0.000 0.292 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.994 0.648 3.078
0.403 0.000 0.000 0.306 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.001 0.660 3.030
0.403 0.000 0.000 0.319 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.997 0.659 3.032
0.403 0.000 0.000 0.333 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.997 0.659 3.031
0.403 0.000 0.000 0.347 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.999 0.663 3.014
0.417 0.000 0.000 0.139 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.631 3.140
0.417 0.000 0.000 0.153 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.632 3.136
0.417 0.000 0.000 0.167 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.634 3.123
0.417 0.000 0.000 0.181 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.636 3.115
0.417 0.000 0.000 0.194 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.982 0.637 3.113
0.417 0.000 0.000 0.208 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.637 3.108
0.417 0.000 0.000 0.222 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.639 3.102
0.417 0.000 0.000 0.236 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.639 3.100
0.417 0.000 0.000 0.250 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.983 0.640 3.099
0.417 0.000 0.000 0.264 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.642 3.095
0.417 0.000 0.000 0.278 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.992 0.642 3.104
0.417 0.000 0.000 0.292 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.994 0.648 3.077
0.417 0.000 0.000 0.306 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.994 0.651 3.065
0.417 0.000 0.000 0.319 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.996 0.653 3.057
0.444 0.000 0.000 0.139 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.978 0.603 3.278
0.444 0.000 0.000 0.153 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.617 3.212
0.444 0.000 0.000 0.167 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.627 3.161
0.444 0.000 0.000 0.181 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.979 0.629 3.146
0.444 0.000 0.000 0.194 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.966 0.621 3.166
0.444 0.000 0.000 0.208 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.965 0.623 3.157
0.444 0.000 0.000 0.222 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.965 0.626 3.142
0.444 0.000 0.000 0.236 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.967 0.627 3.138
0.444 0.000 0.000 0.250 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.969 0.629 3.133
0.444 0.000 0.000 0.264 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.982 0.639 3.103
0.444 0.000 0.000 0.278 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.984 0.643 3.087
0.444 0.000 0.000 0.292 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.988 0.645 3.081
0.444 0.000 0.000 0.306 0.139 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.992 0.647 3.080
0.444 0.000 0.000 0.319 0.125 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.981 0.638 3.104
0.444 0.000 0.000 0.333 0.111 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.982 0.642 3.088
0.444 0.000 0.000 0.347 0.097 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.983 0.644 3.081
0.444 0.000 0.000 0.361 0.083 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.985 0.652 3.044
0.444 0.000 0.000 0.375 0.069 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.989 0.654 3.041
0.444 0.000 0.000 0.389 0.056 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.009 0.667 3.015
0.444 0.000 0.000 0.403 0.042 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.013 0.670 3.005
0.458 0.000 0.000 0.167 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.969 0.607 3.241
0.458 0.000 0.000 0.181 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.966 0.615 3.196
0.458 0.000 0.000 0.194 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.963 0.618 3.179
0.458 0.000 0.000 0.208 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.965 0.622 3.160
0.458 0.000 0.000 0.222 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.965 0.623 3.154
0.458 0.000 0.000 0.236 0.194 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.966 0.624 3.149
0.458 0.000 0.000 0.250 0.181 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.969 0.627 3.140
0.458 0.000 0.000 0.264 0.167 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.969 0.632 3.117
0.458 0.000 0.000 0.278 0.153 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.970 0.632 3.115
0.486 0.000 0.000 0.306 0.097 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.969 0.630 3.124
0.486 0.000 0.000 0.319 0.083 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.967 0.632 3.113
0.486 0.000 0.000 0.333 0.069 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.972 0.633 3.118
0.486 0.000 0.000 0.347 0.056 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.976 0.636 3.109
0.486 0.000 0.000 0.361 0.042 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.983 0.635 3.123
0.486 0.000 0.000 0.375 0.028 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.991 0.639 3.115
0.486 0.000 0.000 0.389 0.014 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.000 1.999 0.641 3.116
0.250 0.000 0.000 0.597 0.000 0.042 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.062 0.678 3.043
0.417 0.000 0.000 0.347 0.000 0.125 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.056 0.657 3.131
0.417 0.000 0.000 0.361 0.000 0.111 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.058 0.666 3.092
0.417 0.000 0.000 0.375 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.060 0.669 3.080
0.417 0.000 0.000 0.389 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.047 0.671 3.051
0.417 0.000 0.000 0.403 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.049 0.674 3.042
0.417 0.000 0.000 0.417 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.050 0.679 3.019
0.417 0.000 0.000 0.431 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.046 0.681 3.006
0.417 0.000 0.000 0.444 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.111 0.000 2.049 0.680 3.011
0.111 0.000 0.000 0.500 0.278 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.054 0.682 3.014
0.111 0.000 0.000 0.514 0.264 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.059 0.682 3.020
0.111 0.000 0.000 0.528 0.250 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.071 0.681 3.039
0.111 0.000 0.000 0.542 0.236 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.076 0.683 3.039
0.111 0.000 0.000 0.556 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.085 0.694 3.004
0.111 0.000 0.000 0.569 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.067 0.687 3.008
0.139 0.000 0.000 0.472 0.278 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.023 0.674 3.002
0.139 0.000 0.000 0.486 0.264 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.027 0.674 3.007
0.139 0.000 0.000 0.500 0.250 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.026 0.671 3.018
0.139 0.000 0.000 0.514 0.236 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.031 0.672 3.024
0.139 0.000 0.000 0.528 0.222 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.038 0.673 3.031
0.139 0.000 0.000 0.542 0.208 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.043 0.673 3.036
0.139 0.000 0.000 0.556 0.194 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.051 0.681 3.013
0.139 0.000 0.000 0.569 0.181 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.061 0.682 3.020
0.153 0.000 0.000 0.444 0.292 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.017 0.670 3.011
0.153 0.000 0.000 0.458 0.278 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.017 0.669 3.014
0.153 0.000 0.000 0.472 0.264 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.012 0.669 3.005
0.153 0.000 0.000 0.486 0.250 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.008 0.669 3.002
0.153 0.000 0.000 0.500 0.236 0.000 0.000 0.000 0.000 0.000 0.111 0.000 0.000 2.008 0.668 3.006
